,Date,ATR,Lower_Bound
111,2023-03-17,7.698007202148437,351.4999542236328
112,2023-03-24,7.924008178710937,356.1299591064453
113,2023-03-31,5.681002807617188,380.98500061035156
114,2023-04-14,4.182003784179687,391.5499725341797
115,2023-04-21,3.6699981689453125,393.8500213623047
116,2023-04-28,4.109002685546875,395.3849792480469
117,2023-05-05,5.499005126953125,385.1349792480469
118,2023-05-12,4.61400146484375,388.5199890136719
119,2023-05-19,3.7079986572265624,400.0800018310547
120,2023-05-26,4.35,398.2699890136719
121,2023-06-02,4.776998901367188,404.03501892089844
122,2023-06-09,4.3219970703125,408.2900085449219
123,2023-06-16,4.153997802734375,418.69000244140625
124,2023-06-23,4.274996948242188,411.8350067138672
125,2023-06-30,3.9729949951171877,423.41502380371094
126,2023-07-07,3.86400146484375,419.22998046875
127,2023-07-14,3.8070068359375,430.2449645996094
128,2023-07-21,3.3770050048828124,435.2949676513672
129,2023-07-28,3.8260040283203125,437.7899932861328
130,2023-08-04,4.411007690429687,424.7549591064453
131,2023-08-11,4.5680084228515625,422.80995178222656
132,2023-08-18,4.851998901367187,412.24000549316406
133,2023-08-25,5.300994873046875,413.46502685546875
134,2023-09-01,4.855001831054688,426.9149932861328
135,2023-09-08,3.9769989013671876,425.63499450683594
136,2023-09-15,3.8519927978515627,424.1100311279297
137,2023-09-22,4.465997314453125,408.09002685546875
138,2023-09-29,5.109005737304687,401.9349822998047
139,2023-10-06,5.83900146484375,400.3450012207031
140,2023-10-13,5.780996704101563,402.5950164794922
141,2023-10-20,5.769000244140625,392.3450012207031
142,2023-10-27,5.977008056640625,380.7949523925781
143,2023-11-03,5.837005615234375,405.5049743652344
144,2023-11-10,5.035000610351562,415.4349822998047
145,2023-11-17,4.093997192382813,430.3200225830078
146,2023-11-24,3.78900146484375,436.35498046875
147,2023-12-01,2.9130035400390626,444.5349884033203
148,2023-12-08,3.591998291015625,442.2400207519531
149,2023-12-15,4.173004150390625,448.4649658203125
150,2023-12-22,4.510006713867187,451.09996032714844
151,2023-12-29,3.73800048828125,456.6199951171875
