Date,ATR,Lower_Bound
2023-06-02,4.776998901367188,406.423518371582
2023-06-09,4.3219970703125,410.4510070800781
2023-06-16,4.153997802734375,420.7670013427734
2023-06-23,4.274996948242188,413.9725051879883
2023-06-30,3.9729949951171877,425.40152130126955
2023-07-07,3.86400146484375,421.1619812011719
2023-07-14,3.8070068359375,432.1484680175781
2023-07-21,3.3770050048828124,436.9834701538086
2023-07-28,3.8260040283203125,439.70299530029297
2023-08-04,4.411007690429687,426.96046295166013
2023-08-11,4.5680084228515625,425.09395599365234
2023-08-18,4.851998901367187,414.66600494384767
2023-08-25,5.300994873046875,416.1155242919922
2023-09-01,4.855001831054688,429.34249420166014
2023-09-08,3.9769989013671876,427.62349395751954
2023-09-15,3.8519927978515627,426.0360275268555
2023-09-22,4.465997314453125,410.3230255126953
2023-09-29,5.109005737304687,404.489485168457
2023-10-06,5.83900146484375,403.264501953125
2023-10-13,5.780996704101563,405.48551483154296
2023-10-20,5.769000244140625,395.22950134277346
2023-10-27,5.977008056640625,383.78345642089846
2023-11-03,5.837005615234375,408.42347717285156
2023-11-10,5.035000610351562,417.95248260498045
2023-11-17,4.093997192382813,432.36702117919924
2023-11-24,3.78900146484375,438.2494812011719
2023-12-01,2.9130035400390626,445.99149017333986
2023-12-08,3.591998291015625,444.03601989746096
2023-12-15,4.173004150390625,450.5514678955078
2023-12-22,4.510006713867187,453.354963684082
2023-12-29,3.73800048828125,458.48899536132814
2024-01-05,3.53399658203125,452.01702880859375
2024-01-12,4.416998291015625,456.8035003662109
2024-01-19,4.690997314453125,461.3205047607422
2024-01-26,3.7469940185546875,470.5485305786133
2024-02-02,4.140997314453125,475.71551818847655
2024-02-09,4.2739990234375,481.9670166015625
2024-02-16,4.2010009765625,480.6055053710937
2024-02-23,5.277001953125,484.10349731445314
2024-03-01,4.416998291015625,492.9734832763672
2024-03-08,4.457998657226563,491.6590072631836
2024-03-15,5.255001831054687,486.1824783325195
2024-03-22,4.618002319335938,500.4290115356445
2024-04-05,4.350006103515625,498.85496520996094
2024-04-12,6.308999633789062,482.45950775146486
2024-04-19,6.7519989013671875,464.77600860595703
